ID	Symbol	StartDate	Size(MB)	Description	Exchange	Industry	Sector
1	A	11/18/1999	74.5	"Agilent Technologies, Inc."	NYSE	"Biotechnology: Laboratory Analytical Instruments"	"Capital Goods"
2	AA	1/2/1998	89.65	"Alcoa Inc."	NYSE	"Metal Fabrications"	"Capital Goods"
3	AAN	4/30/2007	35.67	"Aaron's,  Inc."	NYSE	"Diversified Commercial Services"	"Technology"
4	AAON	1/2/1998	21.03	"AAON, Inc."	NASDAQ	"Industrial Machinery/Components"	"Capital Goods"
5	AAP	11/29/2001	57.24	"Advance Auto Parts Inc"	NYSE	"Other Specialty Stores"	"Consumer Services"
6	AAPL	1/2/1998	119.21	"Apple Inc."	NASDAQ	"Computer Manufacturing"	"Technology"
7	AAT	1/13/2011	12.17	"American Assets Trust, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
8	AAWW	5/31/2006	29.6	"Atlas Air Worldwide Holdings"	NASDAQ	"Transportation Services"	"Transportation"
9	ABAX	1/2/1998	34.07	"ABAXIS, Inc."	NASDAQ	"Industrial Machinery/Components"	"Capital Goods"
10	ABBV	1/2/2013	16.14	"AbbVie Inc."	NYSE	"Major Pharmaceuticals"	"Health Care"
11	ABC	8/30/2001	66.21	"AmerisourceBergen Corporation (Holding Co)"	NYSE	"Other Pharmaceuticals"	"Health Care"
12	ABCB	1/2/1998	14.37	"Ameris Bancorp"	NASDAQ	"Major Banks"	"Finance"
13	ABCD	12/9/2009	2.94	"Cambium Learning Group, Inc."	NASDAQ	"Publishing"	"Consumer Services"
14	ABCO	11/13/2001	31.9	"The Advisory Board Company"	NASDAQ	"Other Consumer Services"	"Consumer Services"
15	ABG	5/10/2002	38.13	"Asbury Automotive Group Inc"	NYSE	"Automotive Aftermarket"	"Consumer Durables"
16	ABM	1/2/1998	43.11	"ABM Industries Incorporated"	NYSE	"Diversified Commercial Services"	"Finance"
17	ABMD	1/2/1998	39.22	"ABIOMED, Inc."	NASDAQ	"Medical/Dental Instruments"	"Health Care"
18	ABR	5/6/2004	21.91	"Arbor Realty Trust"	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
19	ABT	1/2/1998	86.37	"Abbott Laboratories"	NYSE	"Major Pharmaceuticals"	"Health Care"
20	ACAD	5/27/2004	31.62	"ACADIA Pharmaceuticals Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
21	ACAS	1/2/1998	64.18	"American Capital, Ltd."	NASDAQ	""	""
22	ACAT	1/2/1998	28.79	"Arctic Cat Inc."	NASDAQ	"Industrial Specialties"	"Capital Goods"
23	ACC	8/16/2004	39.89	"American Campus Communities Inc"	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
24	ACCO	8/17/2005	35.39	"Acco Brands Corporation"	NYSE	"Publishing"	"Consumer Durables"
25	ACET	1/2/1998	24.99	"Aceto Corporation"	NASDAQ	"Other Pharmaceuticals"	"Health Care"
26	ACFN	9/25/2006	8.1	"Acorn Energy, Inc."	NASDAQ	"Computer Peripherals"	"Technology"
27	ACGL	5/9/2000	44.86	"Arch Capital Group Ltd."	NASDAQ	"Property-Casualty Insurers"	"Finance"
28	ACHC	11/1/2011	13.95	"Acadia Healthcare Company, Inc."	NASDAQ	"Medical Specialities"	"Health Care"
29	ACHN	11/9/2006	23.42	"Achillion Pharmaceuticals, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
30	ACIW	7/25/2007	28.66	"ACI Worldwide, Inc."	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
31	ACLS	7/11/2000	48.07	"Axcelis Technologies, Inc."	NASDAQ	"Industrial Machinery/Components"	"Technology"
32	ACM	5/10/2007	37.02	"AECOM"	NYSE	"Military/Government/Technical"	"Consumer Services"
33	ACN	7/19/2001	64.56	"Accenture plc"	NYSE	"Business Services"	"Miscellaneous"
34	ACOR	2/10/2006	34.64	"Acorda Therapeutics, Inc."	NASDAQ	"Biotechnology: Biological Products (No Diagnostic Substances)"	"Health Care"
35	ACPW	8/8/2000	21.72	"Active Power, Inc."	NASDAQ	"Electric Utilities: Central"	"Public Utilities"
36	ACRE	4/27/2012	8.04	"Ares Commercial Real Estate Corporation"	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
37	ACRX	2/11/2011	10.75	"AcelRx Pharmaceuticals, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
38	ACTG	12/16/2002	33.9	"Acacia Research Corporation"	NASDAQ	"Multi-Sector Companies"	"Miscellaneous"
39	ACTL	7/2/2014	0.22	"Actel Corp"	NASDAQ	"Semiconductors and Related Devices"	"Manufacturing"
40	ACUR	8/17/2004	8.5	"Acura Pharmaceuticals, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
41	ACV	5/22/2015	1.01	"AllianzGI Diversified Income & Convertible Fund"	NYSE	""	""
42	ACW	12/22/2010	12.73	"Accuride Corporation New"	NYSE	"Auto Parts:O.E.M."	"Capital Goods"
43	ACXM	1/2/1998	58.66	"Acxiom Corporation"	NASDAQ	"EDP Services"	"Technology"
44	ADBE	1/2/1998	84.86	"Adobe Systems Incorporated"	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
45	ADC	1/2/1998	18.01	"Agree Realty Corporation"	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
46	ADES	2/13/2015	0.42	"Advanced Emissions Solutions, Inc."	NASDAQ	"Major Chemicals"	"Basic Industries"
47	ADI	1/2/1998	79.21	"Analog Devices, Inc."	NASDAQ	"Semiconductors"	"Technology"
48	ADM	1/2/1998	77.98	"Archer-Daniels-Midland Company"	NYSE	"Packaged Foods"	"Consumer Non-Durables"
49	ADP	12/1/2000	68.28	"Automatic Data Processing, Inc."	NASDAQ	"EDP Services"	"Technology"
50	ADPT	6/25/2014	5.37	"Adeptus Health Inc."	NYSE	"Hospital/Nursing Management"	"Health Care"
51	ADS	6/15/2001	52.59	"Alliance Data Systems Corporation"	NYSE	"Business Services"	"Miscellaneous"
52	ADSK	1/2/1998	75.9	"Autodesk, Inc."	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
53	ADTN	1/2/1998	64.3	"ADTRAN, Inc."	NASDAQ	"Telecommunications Equipment"	"Public Utilities"
54	ADUS	10/28/2009	6.48	"Addus HomeCare Corporation"	NASDAQ	"Medical/Nursing Services"	"Health Care"
55	AE	1/2/1998	4.11	"Adams Resources & Energy, Inc."	AMEX	"Oil Refining/Marketing"	"Energy"
56	AEE	1/2/1998	69.89	"Ameren Corporation"	NYSE	"Power Generation"	"Public Utilities"
57	AEGN	7/31/2002	37.81	"Aegion Corp"	NASDAQ	"Water Supply"	"Basic Industries"
58	AEGR	10/22/2010	15.75	"Aegerion Pharmaceuticals, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
59	AEIS	1/2/1998	52.46	"Advanced Energy Industries, Inc."	NASDAQ	"Industrial Machinery/Components"	"Capital Goods"
60	AEL	12/4/2003	42.35	"American Equity Investment Life Holding Company"	NYSE	"Life Insurance"	"Finance"
61	AEO	1/2/1998	74.85	"American Eagle Outfitters, Inc."	NYSE	"Clothing/Shoe/Accessory Stores"	"Consumer Services"
62	AEP	1/2/1998	75.08	"American Electric Power Company, Inc."	NYSE	"Electric Utilities: Central"	"Public Utilities"
63	AEPI	1/2/1998	12.42	"AEP Industries Inc."	NASDAQ	"Specialty Chemicals"	"Capital Goods"
64	AES	1/2/1998	79.57	"The AES Corporation"	NYSE	"Electric Utilities: Central"	"Basic Industries"
65	AET	1/2/1998	76.21	"Aetna Inc."	NYSE	"Medical Specialities"	"Health Care"
66	AF	5/17/2002	53.98	"Astoria Financial Corporation"	NYSE	"Savings Institutions"	"Finance"
67	AFAM	2/1/2000	16.75	"Almost Family Inc"	NASDAQ	"Medical/Nursing Services"	"Health Care"
68	AFFY	12/15/2006	18.14	"Affymax, Inc."	NASDAQ	"Biotechnology"	"Healthcare"
69	AFG	1/2/1998	51.38	"American Financial Group, Inc."	NYSE	"Property-Casualty Insurers"	"Finance"
70	AFL	1/2/1998	75.15	"Aflac Incorporated"	NYSE	"Accident &Health Insurance"	"Finance"
71	AFSI	11/28/2006	30.84	"AmTrust Financial Services, Inc."	NASDAQ	"Property-Casualty Insurers"	"Finance"
72	AG	12/15/2010	22.82	"First Majestic Silver Corp."	NYSE	"Precious Metals"	"Basic Industries"
73	AGCO	5/4/2009	30.39	"AGCO Corporation"	NYSE	"Industrial Machinery/Components"	"Capital Goods"
74	AGII	1/2/1998	28.37	"Argo Group International Holdings, Ltd."	NASDAQ	"Specialty Insurers"	"Finance"
75	AGM	6/18/1999	21.14	"Federal Agricultural Mortgage Corporation"	NYSE	"Finance Companies"	"Finance"
76	AGN	6/15/2015	5.55	"Allergan plc."	NYSE	"Major Pharmaceuticals"	"Health Care"
77	AGNC	5/15/2008	36.83	"American Capital Agency Corp."	NASDAQ	"Real Estate Investment Trusts"	"Consumer Services"
78	AGO	4/23/2004	46.03	"Assured Guaranty Ltd."	NYSE	"Property-Casualty Insurers"	"Finance"
79	AGX	8/22/2007	8.96	"Argan, Inc."	NYSE	"Engineering & Construction"	"Basic Industries"
80	AGYS	9/16/2003	25.31	"Agilysys, Inc."	NASDAQ	"EDP Services"	"Technology"
81	AHC	2/11/2008	11.51	"A.H. Belo Corporation"	NYSE	"Newspapers/Magazines"	"Consumer Services"
82	AHH	5/8/2013	5.22	"Armada Hoffler Properties, Inc."	NYSE	"Real Estate"	"Finance"
83	AHL	12/5/2003	40.1	"Aspen Insurance Holdings Limited"	NYSE	"Property-Casualty Insurers"	"Finance"
84	AHS	11/13/2001	38.79	"AMN Healthcare Services Inc"	NYSE	"Professional Services"	"Technology"
85	AHT	8/26/2003	41.86	"Ashford Hospitality Trust Inc"	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
86	AI	6/10/2009	14.97	"Arlington Asset Investment Corp"	NYSE	"Finance/Investors Services"	"Finance"
87	AIG	1/2/1998	91.84	"American International Group, Inc."	NYSE	"Property-Casualty Insurers"	"Finance"
88	AIMC	12/15/2006	21.55	"Altra Industrial Motion Corp."	NASDAQ	"Industrial Machinery/Components"	"Capital Goods"
89	AIN	1/2/1998	37.01	"Albany International Corporation"	NYSE	"Textiles"	"Basic Industries"
90	AINV	5/5/2004	51.24	"Apollo Investment Corporation"	NASDAQ	""	""
91	AIQ	7/31/2001	21.88	"Alliance HealthCare Services, Inc."	NASDAQ	"Medical Specialities"	"Health Care"
92	AIR	1/2/1998	44.8	"AAR Corp."	NYSE	"Aerospace"	"Capital Goods"
93	AIRM	1/2/1998	30.9	"Air Methods Corporation"	NASDAQ	"Transportation Services"	"Transportation"
94	AIT	7/3/2000	40.7	"Applied Industrial Technologies, Inc."	NYSE	"Industrial Specialties"	"Consumer Durables"
95	AIV	1/2/1998	62.41	"Apartment Investment and Management Company"	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
96	AIZ	2/5/2004	48.6	"Assurant, Inc."	NYSE	"Accident &Health Insurance"	"Finance"
97	AJG	1/2/1998	59.13	"Arthur J. Gallagher & Co."	NYSE	"Specialty Insurers"	"Finance"
98	AKAM	10/29/1999	72.39	"Akamai Technologies, Inc."	NASDAQ	"Business Services"	"Miscellaneous"
99	AKR	8/13/1998	36.25	"Acadia Realty Trust"	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
100	AKRX	2/7/2007	31.4	"Akorn, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
101	AKS	1/2/1998	68.32	"AK Steel Holding Corporation"	NYSE	"Steel/Iron Ore"	"Basic Industries"
102	AL	4/19/2011	18.14	"Air Lease Corporation"	NYSE	"Diversified Commercial Services"	"Technology"
103	ALB	1/2/1998	54.98	"Albemarle Corporation"	NYSE	"Major Chemicals"	"Basic Industries"
104	ALCO	1/2/1998	6.14	"Alico, Inc."	NASDAQ	"Farming/Seeds/Milling"	"Consumer Non-Durables"
105	ALD	3/17/2011	1.98	"WisdomTree Asia Local Debt Fund"	NYSE	"WisdomTree"	"Emerging Markets Bond"
106	ALE	9/1/2000	40.45	"Allete, Inc."	NYSE	"Power Generation"	"Public Utilities"
107	ALEX	6/14/2012	9.37	"Alexander & Baldwin Holdings, Inc."	NYSE	"Real Estate"	"Finance"
108	ALG	1/2/1998	10.58	"Alamo Group, Inc."	NYSE	"Industrial Machinery/Components"	"Capital Goods"
109	ALGN	1/30/2001	51.17	"Align Technology, Inc."	NASDAQ	"Industrial Specialties"	"Health Care"
110	ALGT	12/8/2006	24.09	"Allegiant Travel Company"	NASDAQ	"Air Freight/Delivery Services"	"Transportation"
111	ALIM	4/22/2010	8.05	"Alimera Sciences, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
112	ALJ	7/28/2005	37.68	"Alon USA Energy, Inc."	NYSE	"Integrated oil Companies"	"Energy"
113	ALK	1/2/1998	65.91	"Alaska Air Group, Inc."	NYSE	"Air Freight/Delivery Services"	"Transportation"
114	ALKS	1/2/1998	64.71	"Alkermes plc"	NASDAQ	"Major Pharmaceuticals"	"Health Care"
115	ALL	1/2/1998	80	"Allstate Corporation (The)"	NYSE	"Property-Casualty Insurers"	"Finance"
116	ALNY	6/1/2004	36.59	"Alnylam Pharmaceuticals, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
117	ALOG	2/8/2005	20.45	"Analogic Corporation"	NASDAQ	"Electrical Products"	"Capital Goods"
118	ALR	7/5/2000	42.79	"Alere Inc."	NYSE	"Biotechnology: In Vitro & In Vivo Diagnostic Substances"	"Health Care"
119	ALSK	11/18/1999	34.54	"Alaska Communications Systems Group, Inc."	NASDAQ	"Telecommunications Equipment"	"Public Utilities"
120	ALSN	3/15/2012	16.27	"Allison Transmission Holdings, Inc."	NYSE	"Auto Parts:O.E.M."	"Capital Goods"
121	ALV	1/2/1998	54.82	"Autoliv, Inc."	NYSE	"Auto Parts:O.E.M."	"Capital Goods"
122	ALX	1/2/1998	4.39	"Alexander's, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
123	ALXN	1/2/1998	59.81	"Alexion Pharmaceuticals, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
124	AM	11/5/2014	4.66	"Antero Midstream Partners LP"	NYSE	"Natural Gas Distribution"	"Public Utilities"
125	AMAG	6/27/2006	30.51	"AMAG Pharmaceuticals, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
126	AMAT	1/2/1998	97	"Applied Materials, Inc."	NASDAQ	"Semiconductors"	"Technology"
127	AMBA	10/10/2012	15.51	"Ambarella, Inc."	NASDAQ	"Semiconductors"	"Technology"
128	AMBC	5/1/2013	9.56	"Ambac Financial Group, Inc."	NASDAQ	"Property-Casualty Insurers"	"Finance"
129	AMCC	1/2/1998	69.88	"Applied Micro Circuits Corporation"	NASDAQ	"Semiconductors"	"Technology"
130	AMCX	6/16/2011	18.36	"AMC Networks Inc."	NASDAQ	"Television Services"	"Consumer Services"
131	AMD	1/2/1998	86.13	"Advanced Micro Devices, Inc."	NASDAQ	"Semiconductors"	"Technology"
132	AME	1/2/1998	56.59	"AMTEK, Inc."	NYSE	"Metal Fabrications"	"Consumer Durables"
133	AMED	5/10/2002	41.98	"Amedisys Inc"	NASDAQ	"Medical/Nursing Services"	"Health Care"
134	AMG	1/2/1998	56.19	"Affiliated Managers Group, Inc."	NYSE	"Investment Managers"	"Finance"
135	AMGN	1/2/1998	88.21	"Amgen Inc."	NASDAQ	"Biotechnology: Biological Products (No Diagnostic Substances)"	"Health Care"
136	AMKR	5/1/1998	65.57	"Amkor Technology, Inc."	NASDAQ	"Semiconductors"	"Technology"
137	AMNB	2/5/2002	3.53	"American National Bankshares, Inc."	NASDAQ	"Major Banks"	"Finance"
138	AMP	10/3/2005	47.29	"AMERIPRISE FINANCIAL SERVICES, INC."	NYSE	"Investment Managers"	"Finance"
139	AMPE	3/31/2010	11.13	"Ampio Pharmaceuticals, Inc."	AMEX	"Major Pharmaceuticals"	"Health Care"
140	AMPH	6/25/2014	4.67	"Amphastar Pharmaceuticals, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
141	AMRC	7/22/2010	9.61	"Ameresco, Inc."	NYSE	"Engineering & Construction"	"Basic Industries"
142	AMRI	2/4/1999	37.37	"Albany Molecular Research, Inc."	NASDAQ	"Biotechnology: Commercial Physical & Biological Resarch"	"Health Care"
143	AMRS	9/28/2010	12.65	"Amyris, Inc."	NASDAQ	"Major Chemicals"	"Basic Industries"
144	AMSC	1/2/1998	46.1	"American Superconductor Corporation"	NASDAQ	"Metal Fabrications"	"Consumer Durables"
145	AMSF	11/18/2005	18.66	"AMERISAFE, Inc."	NASDAQ	"Property-Casualty Insurers"	"Finance"
146	AMSG	7/13/2001	38.72	"Amsurg Corp."	NASDAQ	"Medical/Nursing Services"	"Health Care"
147	AMSWA	10/25/2005	13.27	"American Software, Inc."	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
148	AMT	6/5/1998	68.62	"American Tower Corporation (REIT)"	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
149	AMTD	1/2/1998	78.98	"TD Ameritrade Holding Corporation"	NASDAQ	"Investment Bankers/Brokers/Service"	"Finance"
150	AMTG	7/22/2011	13.71	"Apollo Residential Mortgage, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
151	AMWD	1/2/1998	23.69	"American Woodmark Corporation"	NASDAQ	"Forest Products"	"Basic Industries"
152	AMZN	1/2/1998	96.16	"Amazon.com, Inc."	NASDAQ	"Catalog/Specialty Distribution"	"Consumer Services"
153	AN	4/6/1999	63.56	"AutoNation, Inc."	NYSE	"Automotive Aftermarket"	"Consumer Durables"
154	ANAC	11/24/2010	13.77	"Anacor Pharmaceuticals, Inc."	NASDAQ	"Pharmaceutical Preparations"	"Manufacturing"
155	ANAT	1/2/1998	9.18	"American National Insurance Company"	NASDAQ	"Life Insurance"	"Finance"
156	ANCX	7/19/2004	3.51	"Access National Corporation"	NASDAQ	"Savings Institutions"	"Finance"
157	ANDE	1/2/1998	31.48	"The Andersons, Inc."	NASDAQ	"Farming/Seeds/Milling"	"Consumer Services"
158	ANF	1/2/1998	75.14	"Abercrombie & Fitch Company"	NYSE	"Clothing/Shoe/Accessory Stores"	"Consumer Services"
159	ANGI	11/17/2011	15.39	"Angie's List, Inc."	NASDAQ	"Advertising"	"Consumer Services"
160	ANGO	6/1/2004	25.03	"AngioDynamics, Inc."	NASDAQ	"Medical/Dental Instruments"	"Health Care"
161	ANH	5/9/2003	50.54	"Anworth Mortgage Asset  Corporation"	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
162	ANIK	1/2/1998	19.32	"Anika Therapeutics Inc."	NASDAQ	"Medical/Dental Instruments"	"Health Care"
163	ANSS	1/2/1998	48.52	"ANSYS, Inc."	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
164	ANTH	3/1/2010	11.7	"Anthera Pharmaceuticals, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
165	ANTM	10/30/2001	64.23	"Anthem, Inc."	NYSE	"Medical Specialities"	"Health Care"
166	AOI	5/16/2005	29.05	"Alliance One International, Inc."	NYSE	"Farming/Seeds/Milling"	"Consumer Services"
167	AON	1/2/1998	71.02	"Aon plc"	NYSE	"Specialty Insurers"	"Finance"
168	AOS	1/2/1998	48.62	"Smith (A.O.) Corporation"	NYSE	"Consumer Electronics/Appliances"	"Consumer Durables"
169	AOSL	4/29/2010	7.09	"Alpha and Omega Semiconductor Limited"	NASDAQ	"Semiconductors"	"Technology"
170	AP	1/2/1998	14.48	"Ampco-Pittsburgh Corporation"	NYSE	"Fluid Controls"	"Capital Goods"
171	APA	1/2/1998	77.56	"Apache Corporation"	NYSE	"Oil & Gas Production"	"Energy"
172	APAM	3/7/2013	8.93	"Artisan Partners Asset Management Inc."	NYSE	"Investment Managers"	"Finance"
173	APC	1/2/1998	77.02	"Anadarko Petroleum Corporation"	NYSE	"Oil & Gas Production"	"Energy"
174	APD	1/2/1998	72.25	"Air Products and Chemicals, Inc."	NYSE	"Major Chemicals"	"Basic Industries"
175	APEI	11/9/2007	19.8	"American Public Education, Inc."	NASDAQ	"Other Consumer Services"	"Consumer Services"
176	APH	1/2/1998	61.78	"Amphenol Corporation"	NYSE	"Electrical Products"	"Capital Goods"
177	APOG	1/2/1998	39.34	"Apogee Enterprises, Inc."	NASDAQ	"Auto Parts:O.E.M."	"Capital Goods"
178	APOL	1/2/1998	74.55	"Apollo Education Group, Inc."	NASDAQ	"Other Consumer Services"	"Consumer Services"
179	ARAY	2/8/2007	29.56	"Accuray Incorporated"	NASDAQ	"Medical/Dental Instruments"	"Health Care"
180	ARC	2/4/2005	27.27	"ARC Document Solutions, Inc."	NYSE	"Professional Services"	"Consumer Services"
181	ARCC	10/5/2004	47.2	"Ares Capital Corporation"	NASDAQ	""	""
182	ARE	1/2/1998	45.84	"Alexandria Real Estate Equities, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
183	AREX	11/8/2007	24.67	"Approach Resources Inc."	NASDAQ	"Oil & Gas Production"	"Energy"
184	ARI	9/24/2009	17.56	"Apollo Commercial Real Estate Finance"	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
185	ARIA	1/2/1998	54.56	"ARIAD Pharmaceuticals, Inc."	NASDAQ	"Biotechnology: Biological Products (No Diagnostic Substances)"	"Health Care"
186	ARII	1/23/2006	24.23	"American Railcar Industries, Inc."	NASDAQ	"Railroads"	"Capital Goods"
187	ARL	8/3/2000	1.49	"American Realty Investors, Inc."	NYSE	"Real Estate"	"Finance"
188	ARNA	7/28/2000	50.36	"Arena Pharmaceuticals, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
189	AROC	8/21/2007	36.19	"Archrock, Inc."	NYSE	"Diversified Commercial Services"	"Technology"
190	AROW	1/2/1998	8.36	"Arrow Financial Corporation"	NASDAQ	"Major Banks"	"Finance"
191	ARP	2/24/2012	11.52	"American Reprographics CO"	NYSE	"NYSE"	"Mailing, Reproduction, Commercial Art and Photography, and Stenographic Services"
192	ARQL	1/2/1998	33.87	"ArQule, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
193	ARR	11/10/2009	23.96	"ARMOUR Residential REIT, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
194	ARRS	1/2/1998	59.12	"ARRIS International plc"	NASDAQ	"Radio And Television Broadcasting And Communications Equipment"	"Technology"
195	ARRY	11/30/2000	37.33	"Array BioPharma Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
196	ARTNA	1/2/1998	4.75	"Artesian Resources Corporation"	NASDAQ	"Water Supply"	"Public Utilities"
197	ARW	1/2/1998	64.57	"Arrow Electronics, Inc."	NYSE	"Electronic Components"	"Consumer Non-Durables"
198	ARYX	11/7/2007	2.9	"ARYx Therapeutics, Inc."	OTC MARKETS	"Drug Manufacturers - Other"	"Healthcare"
199	ASB	1/2/1998	61.53	"Associated Banc-Corp"	NYSE	"Major Banks"	"Finance"
200	ASCMA	9/26/2008	9.85	"Ascent Capital Group, Inc."	NASDAQ	"Other Consumer Services"	"Consumer Services"
201	ASEI	10/6/2004	21.43	"American Science and Engineering, Inc."	NASDAQ	"Medical Electronics"	"Health Care"
202	ASGN	1/2/1998	36.6	"On Assignment, Inc."	NYSE	"Professional Services"	"Technology"
203	ASH	1/2/1998	64.51	"Ashland Inc."	NYSE	"Specialty Chemicals"	"Consumer Durables"
204	ASNA	4/30/2007	38.84	"Ascena Retail Group, Inc."	NASDAQ	"Clothing/Shoe/Accessory Stores"	"Consumer Services"
205	ASTE	1/2/1998	32.9	"Astec Industries, Inc."	NASDAQ	"Construction/Ag Equipment/Trucks"	"Capital Goods"
206	ASTI	8/29/2006	18.49	"Ascent Solar Technologies, Inc."	NASDAQ	"Semiconductor - Specialized"	"Technology"
207	ASYS	1/2/1998	14.38	"Amtech Systems, Inc."	NASDAQ	"Industrial Machinery/Components"	"Technology"
208	AT	7/23/2010	19.92	"Atlantic Power Corporation"	NYSE	"Electric Utilities: Central"	"Energy"
209	ATEC	6/12/2006	12.39	"Alphatec Holdings, Inc."	NASDAQ	"Medical/Dental Instruments"	"Health Care"
210	ATHN	9/20/2007	31.16	"athenahealth, Inc."	NASDAQ	"Business Services"	"Miscellaneous"
211	ATI	11/30/1999	64.07	"Allegheny Technologies Incorporated"	NYSE	"Steel/Iron Ore"	"Basic Industries"
212	ATLO	5/12/2005	2.92	"Ames National Corporation"	NASDAQ	"Major Banks"	"Finance"
213	ATLS	2/24/2015	2.15	"Atlas Energy, L.P. Common Units"	NYSE	"Gas Utilities"	"Utilities"
214	ATNI	5/23/2006	13.46	"ATN International, Inc."	NASDAQ	"Telecommunications Equipment"	"Public Utilities"
215	ATO	1/2/1998	53.07	"Atmos Energy Corporation"	NYSE	"Oil/Gas Transmission"	"Public Utilities"
216	ATR	1/2/1998	42.4	"AptarGroup, Inc."	NYSE	"Plastic Products"	"Consumer Non-Durables"
217	ATRC	8/5/2005	11.04	"AtriCure, Inc."	NASDAQ	"Medical/Dental Instruments"	"Health Care"
218	ATRI	10/29/2004	1.65	"ATRION Corporation"	NASDAQ	"Medical/Dental Instruments"	"Health Care"
219	ATRO	1/2/1998	14.36	"Astronics Corporation"	NASDAQ	"Military/Government/Technical"	"Capital Goods"
220	ATRS	5/23/2002	36.42	"Antares Pharma, Inc."	NASDAQ	"Medical/Dental Instruments"	"Health Care"
221	ATSG	5/16/2008	17.08	"Air Transport Services Group, Inc"	NASDAQ	"Air Freight/Delivery Services"	"Transportation"
222	ATU	7/24/2000	49.36	"Actuant Corporation"	NYSE	"Industrial Machinery/Components"	"Technology"
223	ATVI	1/2/1998	75.57	"Activision Blizzard, Inc"	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
224	ATW	1/2/1998	56.32	"Atwood Oceanics, Inc."	NYSE	"Oil & Gas Production"	"Energy"
225	AUBN	3/30/2005	0.6	"Auburn National Bancorporation, Inc."	NASDAQ	"Major Banks"	"Finance"
226	AUMN	8/3/2009	10.89	"Golden Minerals Company"	AMEX	"Precious Metals"	"Basic Industries"
227	AV	10/20/2009	10.12	"Aviva plc"	NYSE	"Life Insurance"	"Finance"
228	AVA	1/4/1999	49.97	"Avista Corporation"	NYSE	"Power Generation"	"Public Utilities"
229	AVAV	1/23/2007	25.13	"AeroVironment, Inc."	NASDAQ	"Aerospace"	"Capital Goods"
230	AVB	6/5/1998	57.84	"AvalonBay Communities, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
231	AVD	3/7/2006	25.81	"American Vanguard Corporation"	NYSE	"Agricultural Chemicals"	"Basic Industries"
